collision_id,crash_datetime,borough,zip_code,latitude,longitude,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_two-wheel_veh,number_of_normal_veh,number_of_large_veh,number_of_unknown_veh,total_number_of_vehicles,contributing_factors
3666226,2017-05-08 11:00:00,BRONX,10466,40.88702,-73.86319,,,639       EAST 223 STREET,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3663921,2017-05-05 14:40:00,QUEENS,11429,40.70947,-73.74581,HOLLIS AVENUE,212 STREET,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Failure to Yield Right-of-Way' 'Unspecified']
3662190,2017-04-26 08:18:00,BRONX,10467,40.886555,-73.878395,,,3680      JEROME AVENUE,0,0,0,0,0,0,0,0,0,0,0,2,2,['Driver Inattention/Distraction']
3655145,2017-04-20 23:20:00,,,40.722496,-73.940414,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3662348,2017-05-03 12:50:00,,,40.651688,-73.88877,FLATLANDS AVENUE,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3658732,2017-04-27 11:30:00,BROOKLYN,11233,40.684166,-73.92931,HALSEY STREET,REID AVENUE,,0,0,0,0,0,0,0,0,0,0,2,0,2,['Driver Inattention/Distraction']
3661600,2017-04-24 06:30:00,,,40.826397,-73.92116,SHERIDAN AVENUE,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Backing Unsafely' 'Unspecified']
3748242,2017-09-12 09:30:00,,,40.70001,-73.830894,LEFFERTS BOULEVARD,,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Following Too Closely' 'Unspecified']
3663715,2017-05-04 00:30:00,MANHATTAN,10018,40.75529,-73.99493,9 AVENUE,WEST 37 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Passing or Lane Usage Improper' 'Unspecified']
3653653,2017-04-15 18:13:00,BROOKLYN,11226,40.639748,-73.952286,NEWKIRK AVENUE,EAST 26 STREET,,4,0,0,0,0,0,4,0,0,2,0,1,3,['Unspecified']
3665174,2017-05-04 15:20:00,MANHATTAN,10018,40.75228,-73.9897,7 AVENUE,WEST 36 STREET,,2,0,1,0,1,0,0,0,1,0,0,0,1,['Pedestrian/Bicyclist/Other Pedestrian Error/Confusion']
3653271,2017-04-18 20:10:00,,,40.767815,-73.98951,WEST 55 STREET,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Following Too Closely' 'Unspecified']
3666995,2017-05-09 12:50:00,MANHATTAN,10020,40.75927,-73.980896,WEST 49 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Passing Too Closely' 'Unspecified']
3666996,2017-05-09 19:50:00,,,40.65591,-73.89191,ALABAMA AVENUE,,,1,0,0,0,1,0,0,0,1,0,0,1,2,"['Driver Inattention/Distraction'
 'Pedestrian/Bicyclist/Other Pedestrian Error/Confusion']"
3663750,2017-05-04 23:00:00,QUEENS,11372,40.75515,-73.88245,,,33-29     85 STREET,1,0,1,0,0,0,0,0,0,1,0,0,1,['Driver Inattention/Distraction']
3665914,2017-05-08 14:00:00,BROOKLYN,11229,40.60555,-73.95672,,,1811      EAST 16 STREET,0,0,0,0,0,0,0,0,0,0,0,2,2,['Unspecified']
3666192,2017-05-09 10:30:00,BROOKLYN,11232,40.66047,-73.998024,4 AVENUE,25 STREET,,2,0,0,0,0,0,2,0,1,0,1,0,2,['Unsafe Speed' 'Unspecified']
3655359,2017-04-23 01:30:00,,,40.599823,-74.12908,,,229       GRAVES STREET,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unsafe Speed' 'Unspecified']
3660673,2017-04-28 15:00:00,BROOKLYN,11235,40.577213,-73.96329,BRIGHTON BEACH AVENUE,BRIGHTON 4 STREET,,0,0,0,0,0,0,0,0,0,0,1,0,1,['Unspecified']
3660876,2017-04-29 17:50:00,,,,,TRIBOROUGH BRIDGE,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,0,0,2,0,2,['Other Vehicular' 'Unspecified']
3663038,2017-05-02 20:00:00,BROOKLYN,11235,40.577644,-73.96124,,,612       BRIGHTON BEACH AVENUE,0,0,0,0,0,0,0,0,0,1,0,0,1,['Aggressive Driving/Road Rage']
3661561,2017-04-30 00:30:00,BROOKLYN,11222,40.72552,-73.9575,MESEROLE AVENUE,FRANKLIN STREET,,1,0,0,0,1,0,0,0,1,0,0,0,1,['Unspecified']
3656529,2017-04-24 15:55:00,BRONX,10456,40.82247,-73.9072,,,890       CAULDWELL AVENUE,1,0,1,0,0,0,0,0,0,0,0,1,1,['Pedestrian/Bicyclist/Other Pedestrian Error/Confusion']
3658635,2017-04-27 10:10:00,QUEENS,11101,40.744656,-73.94853,JACKSON AVENUE,21 STREET,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3664575,2017-05-06 20:12:00,MANHATTAN,10035,40.802753,-73.93358,2 AVENUE,EAST 125 STREET,,1,0,1,0,0,0,0,0,0,0,0,1,1,['Failure to Yield Right-of-Way']
3659348,2017-04-28 17:00:00,,,40.621403,-74.02893,88 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3664102,2017-05-05 08:30:00,QUEENS,11367,40.727272,-73.81718,150 STREET,72 ROAD,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Traffic Control Disregarded' 'Unspecified']
3658921,2017-04-27 15:05:00,MANHATTAN,10036,40.75866,-73.98875,,,700       8 AVENUE,0,0,0,0,0,0,0,0,0,3,1,0,4,['Following Too Closely' 'Unspecified']
3657360,2017-04-25 23:25:00,,,40.61785,-73.988075,65 STREET,,,0,0,0,0,0,0,0,0,0,1,0,2,3,['Traffic Control Disregarded' 'Unspecified']
3653599,2017-04-18 16:48:00,QUEENS,11417,40.673748,-73.84324,CROSS BAY BOULEVARD,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Unsafe Lane Changing']
3654595,2017-04-20 14:00:00,,,40.66517,-73.804054,NASSAU EXPRESSWAY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Following Too Closely' 'Unspecified']
3651860,2017-04-16 06:54:00,BRONX,10462,40.833557,-73.85774,WESTCHESTER AVENUE,PUGSLEY AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Backing Unsafely' 'Unspecified']
3665725,2017-05-07 23:05:00,STATEN ISLAND,10304,40.620968,-74.08431,YOUNG STREET,TARGEE STREET,,0,0,0,0,0,0,0,0,0,3,0,0,3,['Unspecified']
4299843,2020-03-09 08:37:00,BROOKLYN,11208,,,,,790       ELDERT lane,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3657417,2017-04-25 14:00:00,MANHATTAN,10001,40.750206,-74.00234,10 AVENUE,WEST 27 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Passing Too Closely' 'Unspecified']
3665992,2017-05-08 10:35:00,BROOKLYN,11209,40.635254,-74.02832,OVINGTON AVENUE,BAY RIDGE PLACE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Passing Too Closely' 'Unspecified']
3651685,2017-04-15 17:30:00,,,40.73174,-73.99147,EAST 10 STREET,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Failure to Yield Right-of-Way' 'Unspecified']
3747057,2017-05-07 01:15:00,BROOKLYN,11234,40.6224,-73.936646,FLATBUSH AVENUE,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Following Too Closely']
3651656,2017-04-14 17:30:00,QUEENS,11420,40.66614,-73.82326,NORTH CONDUIT AVENUE,118 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3656028,2017-04-22 16:12:00,,,40.798256,-73.82744,BRONX WHITESTONE BRIDGE,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3663239,2017-05-04 12:30:00,MANHATTAN,10019,40.767918,-73.985725,WEST 57 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3660422,2017-04-29 12:05:00,,,40.79801,-73.827065,BRONX WHITESTONE BRIDGE,,,0,0,0,0,0,0,0,0,0,1,0,2,3,['Driver Inattention/Distraction' 'Unspecified']
3653810,2017-04-18 23:00:00,,,40.52796,-74.16258,HAROLD AVENUE,,,0,0,0,0,0,0,0,0,0,3,0,0,3,['Unsafe Speed' 'Unspecified']
3655773,2017-04-17 17:50:00,BROOKLYN,11210,40.633217,-73.954865,GLENWOOD ROAD,EAST 23 STREET,,1,0,0,0,1,0,0,0,1,1,0,0,2,['Glare' 'Unspecified']
3653503,2017-04-18 13:30:00,,,40.87514,-73.90499,MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,0,0,2,0,2,['Driver Inattention/Distraction' 'Unspecified']
3662169,2017-05-03 09:15:00,QUEENS,11434,40.666054,-73.77985,,,144-30    157 STREET,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3659935,2017-04-29 19:00:00,,,,,BAYCHESTER AVENUE,SCHIEFELIN AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Passenger Distraction' 'Unspecified']
3666078,2017-05-08 23:00:00,MANHATTAN,10036,40.760746,-73.988266,,,319       WEST 47 STREET,0,0,0,0,0,0,0,0,0,3,0,0,3,['Driver Inattention/Distraction' 'Unspecified']
3663119,2017-05-04 19:00:00,BROOKLYN,11220,40.63308,-74.020195,,,530       BAY RIDGE AVENUE,0,0,0,0,0,0,0,0,0,3,0,0,3,['Backing Unsafely' 'Unspecified']
3660780,2017-04-27 22:23:00,,,40.74769,-74.00417,,,10 AVENUE,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unsafe Lane Changing' 'Unspecified']
3656922,2017-04-25 12:30:00,QUEENS,11101,40.75207,-73.926476,NORTHERN BOULEVARD,37 STREET,,0,0,0,0,0,0,0,0,0,0,2,0,2,['Passing Too Closely' 'Unspecified']
3656890,2017-04-24 09:10:00,BROOKLYN,11210,40.628647,-73.95207,BEDFORD AVENUE,AVENUE I,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Turning Improperly' 'Passing or Lane Usage Improper']
3656335,2017-04-24 07:00:00,BROOKLYN,11223,40.603855,-73.972244,,,1999      MC DONALD AVENUE,0,0,0,0,0,0,0,0,0,1,0,0,1,['Driver Inattention/Distraction' 'Unspecified']
3654568,2017-04-21 04:00:00,,,40.715927,-73.80889,GRAND CENTRAL PKWY,,,1,0,0,0,0,0,1,0,0,1,0,0,1,['Obstruction/Debris']
3654040,2017-04-19 15:00:00,,,40.8233,-73.88003,BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Following Too Closely' 'Unspecified']
3654290,2017-04-20 13:30:00,,,40.597122,-74.00418,BELT PARKWAY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Reaction to Uninvolved Vehicle' 'Unsafe Lane Changing']
3663765,2017-05-04 18:00:00,BROOKLYN,11218,40.63359,-73.973656,AVENUE F,EAST 5 STREET,,1,0,0,0,0,0,1,0,0,1,0,1,2,['Failure to Yield Right-of-Way' 'Unspecified']
3665719,2017-04-30 15:30:00,,,40.81509,-73.83608,BRONX WHITESTONE BRIDGE,,,1,0,1,0,0,0,0,0,1,0,0,0,1,['Aggressive Driving/Road Rage']
3651741,2017-04-15 18:48:00,BRONX,10461,40.84962,-73.855286,,,1836      HONE AVENUE,0,0,0,0,0,0,0,0,0,1,0,2,3,['Driver Inattention/Distraction' 'Unspecified']
4252443,2019-12-04 08:20:00,,,40.8436,-73.94511,HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3946804,2018-07-23 15:30:00,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Failure to Yield Right-of-Way' 'Unspecified']
3664288,2017-05-05 11:50:00,,,40.787525,-73.79483,14 ROAD,,,1,0,0,0,0,0,1,0,0,1,0,1,2,['Failure to Yield Right-of-Way' 'Unspecified']
3658513,2017-04-22 20:25:00,,,40.80929,-73.90313,BRUCKNER EXPRESSWAY,,,4,0,0,0,0,0,4,0,0,0,0,2,2,['Accelerator Defective' 'Driver Inexperience']
3661550,2017-05-01 10:25:00,STATEN ISLAND,10305,40.601006,-74.076454,STEUBEN STREET,WEST FINGERBOARD ROAD,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Following Too Closely' 'Unspecified']
3662039,2017-05-01 10:50:00,,,40.814636,-73.795815,THROGS NECK BRIDGE,,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Unsafe Lane Changing' 'Unspecified']
3664026,2017-05-06 04:00:00,,,,,BROOKLYN BRIDGE,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Failure to Keep Right' 'Failure to Yield Right-of-Way']
3665594,2017-04-30 11:00:00,,,40.67813,-73.94907,,,94        GWENN LOOP,0,0,0,0,0,0,0,0,0,0,0,1,1,['Unspecified']
3653855,2017-04-18 09:10:00,,,40.862534,-73.89708,GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Following Too Closely' 'Unspecified']
3666430,2017-05-09 17:00:00,,,40.74128,-73.90257,QUEENS BOULEVARD,61 STREET,,1,0,0,0,0,0,1,0,0,1,0,1,2,['Following Too Closely' 'Unspecified']
3659325,2017-04-28 20:00:00,QUEENS,11354,40.75586,-73.83615,,,131-06    40 ROAD,0,0,0,0,0,0,0,0,0,1,0,1,2,['Backing Unsafely' 'Unspecified']
3665236,2017-05-07 20:00:00,,,40.737682,-73.85206,HORACE HARDING EXPRESSWAY,108 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3664727,2017-05-06 21:07:00,,,40.848114,-73.901474,EAST TREMONT AVENUE,VALENTINE AVENUE,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3660269,2017-04-30 18:35:00,QUEENS,11432,40.715023,-73.80765,PARSONS BOULEVARD,COOLIDGE AVENUE,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Driver Inattention/Distraction']
3666136,2017-05-06 19:40:00,MANHATTAN,10027,40.813606,-73.94868,,,2433      8 AVENUE,1,0,0,0,1,0,0,0,1,1,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3664695,2017-05-06 20:30:00,MANHATTAN,10009,40.726986,-73.985756,1 AVENUE,EAST 7 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Passing Too Closely' 'Driver Inattention/Distraction']
3653975,2017-04-16 18:15:00,BROOKLYN,11230,40.619396,-73.969574,OCEAN PARKWAY,AVENUE L,,0,0,0,0,0,0,0,0,0,2,0,1,3,['Unspecified']
3663175,2017-05-04 22:44:00,QUEENS,11418,40.69869,-73.83806,86 AVENUE,111 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3655734,2017-04-23 13:10:00,BROOKLYN,11235,40.576736,-73.96547,,,252       BRIGHTON BEACH AVENUE,0,0,0,0,0,0,0,0,0,0,0,1,1,['Unspecified']
3659328,2017-04-28 21:05:00,QUEENS,11360,40.781406,-73.778175,212 STREET,23 AVENUE,,1,0,0,0,0,0,1,0,0,1,0,1,2,['Backing Unsafely' 'Unspecified']
3653331,2017-04-18 19:05:00,,,40.70118,-73.98778,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Following Too Closely' 'Unspecified']
3655506,2017-04-21 15:42:00,MANHATTAN,10036,40.754684,-73.984245,,,1095      AVENUE OF THE AMERICAS,0,0,0,0,0,0,0,0,0,1,1,0,2,['Unsafe Lane Changing' 'Passing or Lane Usage Improper']
3658133,2017-04-26 13:30:00,BROOKLYN,11217,40.683506,-73.97594,ATLANTIC AVENUE,FORT GREENE PLACE,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Pavement Slippery' 'Unspecified']
3658286,2017-04-27 07:00:00,,,40.69644,-73.92228,CENTRAL AVENUE,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3665915,2017-05-08 15:27:00,,,,,SHORE PARKWAY,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3654439,2017-04-20 10:25:00,BROOKLYN,11220,40.638313,-74.00663,55 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3666503,2017-05-08 12:20:00,,,40.732555,-73.92509,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Passing or Lane Usage Improper' 'Unspecified']
3666417,2017-05-07 09:00:00,BRONX,10467,40.879055,-73.87439,EAST GUN HILL ROAD,PERRY AVENUE,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Other Vehicular' 'Driver Inattention/Distraction']
3667302,2017-05-09 16:05:00,BROOKLYN,11211,40.71197,-73.96104,SOUTH 3 STREET,DRIGGS AVENUE,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Turning Improperly' 'Unspecified']
3656091,2017-04-21 20:05:00,BROOKLYN,11236,40.634365,-73.88883,SEAVIEW AVENUE,EAST 98 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3658179,2017-04-27 00:31:00,MANHATTAN,10021,40.77369,-73.961945,PARK AVENUE,EAST 76 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3664442,2017-05-06 23:45:00,,,40.629036,-74.16538,GRANDVIEW AVENUE,,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Driver Inattention/Distraction' 'Unspecified']
3662216,2017-05-02 16:00:00,MANHATTAN,10033,40.846138,-73.93424,WEST 177 STREET,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Driver Inexperience']
3660666,2017-05-01 02:00:00,QUEENS,11421,40.685963,-73.85654,ATLANTIC AVENUE,85 STREET,,0,0,0,0,0,0,0,0,0,1,0,2,3,['Following Too Closely' 'Pavement Slippery']
3664239,2017-05-05 09:30:00,,,40.723648,-73.99103,EAST HOUSTON STREET,2 AVENUE,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3654365,2017-04-20 18:00:00,QUEENS,11364,40.736275,-73.772865,73 AVENUE,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3661471,2017-05-01 07:30:00,,,40.696205,-73.91782,WILSON AVENUE,,,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3662903,2017-05-04 06:30:00,BRONX,10454,40.805557,-73.91047,BRUCKNER BOULEVARD,EAST 140 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3657638,2017-04-25 21:30:00,BRONX,10462,40.84633,-73.86081,MORRIS PARK AVENUE,MULINER AVENUE,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Following Too Closely' 'Unspecified']
3656473,2017-04-24 07:30:00,,,40.69993,-73.96188,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unsafe Speed' 'Unspecified']
3662071,2017-05-01 20:45:00,MANHATTAN,10010,40.741405,-73.98337,EAST 26 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unsafe Lane Changing' 'Unspecified']
3662231,2017-04-29 11:15:00,,,40.768486,-73.955505,EAST 73 STREET,,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Backing Unsafely' 'Unspecified']
3666148,2017-05-09 10:10:00,MANHATTAN,10037,40.815327,-73.93576,WEST 139 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Following Too Closely' 'Unspecified']
3651962,2017-04-14 16:16:00,QUEENS,11368,40.743958,-73.86765,,,46-07     JUNCTION BOULEVARD,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3665291,2017-05-06 23:00:00,BROOKLYN,11207,40.662663,-73.89352,,,591       PENNSYLVANIA AVENUE,0,0,0,0,0,0,0,0,0,2,0,0,2,['Other Vehicular' 'Unspecified']
3655465,2017-04-19 11:56:00,MANHATTAN,10036,40.758217,-73.98907,,,688       8 AVENUE,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3660177,2017-04-30 16:00:00,MANHATTAN,10003,,,EAST 14 STREET,UNION SQUARE EAST,,1,0,0,0,0,0,1,0,0,1,0,2,3,['Driver Inattention/Distraction' 'Unspecified']
3658741,2017-04-21 21:50:00,MANHATTAN,10001,40.749054,-73.98835,,,901       AVENUE OF THE AMERICAS,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3655501,2017-04-21 12:05:00,MANHATTAN,10036,40.75766,-73.99084,,,330       WEST 42 STREET,0,0,0,0,0,0,0,0,0,1,1,0,2,['Unspecified']
3651248,2017-04-14 12:00:00,BRONX,10469,40.858723,-73.83344,ASTOR AVENUE,BRUNER AVENUE,,0,0,0,0,0,0,0,0,0,4,0,0,4,['Unsafe Speed' 'Unspecified']
3661358,2017-05-01 13:45:00,,,40.727295,-73.95581,CLIFFORD PLACE,,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Turning Improperly' 'Unspecified']
3667051,2017-05-08 11:45:00,,,40.62528,-74.13548,FOREST AVENUE,BURNSIDE AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3660984,2017-04-30 20:00:00,,,40.845024,-73.92632,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Failure to Yield Right-of-Way' 'Unspecified']
3658069,2017-04-24 10:30:00,BRONX,10467,40.86536,-73.87043,SOUTHERN BOULEVARD,BRONX PARK EAST,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3657733,2017-04-25 12:08:00,BROOKLYN,11223,40.60753,-73.96482,QUENTIN ROAD,EAST 8 STREET,,1,0,1,0,0,0,0,0,0,1,0,0,1,['Driver Inattention/Distraction']
3670161,2017-05-10 21:18:00,BRONX,10455,40.816044,-73.91195,SAINT ANNS AVENUE,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction']
3656554,2017-04-22 09:45:00,BROOKLYN,11211,40.71135,-73.96143,DRIGGS AVENUE,SOUTH 4 STREET,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Oversized Vehicle' 'Unspecified']
3663797,2017-05-04 21:00:00,STATEN ISLAND,10307,40.5171,-74.233894,,,240       PAGE AVENUE,0,0,0,0,0,0,0,0,0,1,1,0,2,['Turning Improperly' 'Unspecified']
3657380,2017-04-25 16:50:00,QUEENS,11422,40.664745,-73.74003,BROOKVILLE BOULEVARD,141 AVENUE,,0,0,0,0,0,0,0,0,0,1,0,2,3,['Alcohol Involvement' 'Unspecified']
3660308,2017-04-29 11:54:00,BROOKLYN,11216,40.6798,-73.93885,,,1554      FULTON STREET,1,0,0,0,1,0,0,0,1,1,0,0,2,['Unspecified']
3654091,2017-04-17 23:00:00,MANHATTAN,10037,40.813095,-73.94161,,,471       LENOX AVENUE,1,0,0,0,1,0,0,0,1,0,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3660791,2017-04-29 15:35:00,,,40.798256,-73.82744,BRONX WHITESTONE BRIDGE,,,6,0,0,0,0,0,6,0,0,4,0,0,4,['Reaction to Uninvolved Vehicle' 'Following Too Closely' 'Unspecified']
3660184,2017-04-29 17:15:00,,,40.6807,-73.89662,JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Driver Inattention/Distraction' 'Unspecified']
3657118,2017-04-19 15:00:00,QUEENS,11367,40.72739,-73.81943,,,147-45    72 AVENUE,0,0,0,0,0,0,0,0,0,0,0,1,1,['Unspecified']
3651626,2017-04-16 00:20:00,,,40.611404,-74.00952,86 STREET,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Traffic Control Disregarded' 'Unspecified']
3658710,2017-04-27 17:51:00,,,,,84 ROAD,,,0,0,0,0,0,0,0,0,1,1,0,0,2,['Turning Improperly' 'Unspecified']
3657096,2017-04-24 12:00:00,BROOKLYN,11238,40.68815,-73.95987,CLIFTON PLACE,CLASSON AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inexperience' 'Unspecified']
3665957,2017-05-08 17:45:00,QUEENS,11372,40.75173,-73.88183,,,35-31     85 STREET,0,0,0,0,0,0,0,0,0,0,1,1,2,['Unspecified']
3658418,2017-04-25 17:30:00,MANHATTAN,10001,40.751797,-73.99463,,,312       WEST 33 STREET,0,0,0,0,0,0,0,0,0,2,0,0,2,['Backing Unsafely' 'Unspecified']
3652932,2017-04-14 18:35:00,BROOKLYN,11238,40.68445,-73.97113,,,420       CARLTON AVENUE,0,0,0,0,0,0,0,0,0,1,0,1,2,['Passing Too Closely' 'Unspecified']
3657503,2017-04-26 05:10:00,BROOKLYN,11236,40.6399,-73.90651,,,8925      FLATLANDS AVENUE,1,0,1,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3659830,2017-04-30 05:40:00,MANHATTAN,10009,40.722683,-73.98601,,,13        AVENUE A,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3661829,2017-05-01 19:30:00,,,40.834114,-73.86327,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inexperience' 'Unspecified']
3659049,2017-04-27 13:30:00,MANHATTAN,10023,40.778797,-73.98206,BROADWAY,WEST 72 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction']
3665345,2017-05-06 17:27:00,BRONX,10473,40.824005,-73.87383,,,1630      BRUCKNER BOULEVARD,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3655315,2017-04-22 21:00:00,BRONX,10467,40.880257,-73.876785,EAST GUN HILL ROAD,TRYON AVENUE,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Unspecified']
3662744,2017-05-03 21:55:00,,,40.771084,-73.908226,STEINWAY STREET,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Failure to Yield Right-of-Way' 'Unspecified']
3661457,2017-05-01 12:20:00,,,40.62606,-73.997025,62 STREET,,,0,0,0,0,0,0,0,0,0,0,1,0,1,['Reaction to Uninvolved Vehicle']
3656267,2017-04-23 08:00:00,BROOKLYN,11208,40.677937,-73.87188,,,463       CONDUIT BOULEVARD,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3660823,2017-04-27 17:45:00,,,40.769318,-73.8666,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Driver Inattention/Distraction']
4251478,2019-12-03 10:50:00,QUEENS,11361,,,NORTHERN BLVD,216TH STREET,,0,0,0,0,0,0,0,0,0,0,0,1,1,['Unspecified']
3655741,2017-04-22 17:05:00,BROOKLYN,11224,40.57554,-73.979645,WEST 12 STREET,SURF AVENUE,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Driver Inattention/Distraction' 'Unspecified']
